Project,Package,Module,Smell,Class,Line no,File,Description
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShops,68,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_category_filter' in class 'TestGetShops' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShops,84,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_terminal_filter' in class 'TestGetShops' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShops,100,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_gate_filter' in class 'TestGetShops' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShops,116,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_name_sorting' in class 'TestGetShops' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShops,132,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_status_sorting' in class 'TestGetShops' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShops,167,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_closed_shop_status' in class 'TestGetShops' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestGetShopById,212,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_found' in class 'TestGetShopById' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestShopHours,268,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_weekly_schedule' in class 'TestShopHours' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestShopCatalog,326,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_with_items' in class 'TestShopCatalog' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestShopItems,359,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_basic_list' in class 'TestShopItems' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestItemCategories,401,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_valid_shop' in class 'TestItemCategories' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestPickupCodes,435,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_uniqueness' in class 'TestPickupCodes' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestGetBookings,468,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_with_data' in class 'TestGetBookings' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestCreateBooking,494,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_success' in class 'TestCreateBooking' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestCreateBooking,524,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_out_of_stock' in class 'TestCreateBooking' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestCancelBooking,541,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_success' in class 'TestCancelBooking' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestExpireBookings,599,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_expires_old' in class 'TestExpireBookings' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestReservationExpiry,629,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_24hr_window' in class 'TestReservationExpiry' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestReservationExpiry,634,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_still_valid_at_23hrs' in class 'TestReservationExpiry' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestReservationExpiry,640,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_expired_at_25hrs' in class 'TestReservationExpiry' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestStockManagement,649,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_decrease_on_order' in class 'TestStockManagement' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestStockManagement,653,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_restore_on_cancel' in class 'TestStockManagement' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestStockManagement,657,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_reject_if_insufficient' in class 'TestStockManagement' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.tests,test_integration,Feature envy,TestStockManagement,662,/Users/jashwanthnaidu/ASDC project/group01/flask_app/tests/test_integration.py,Method 'test_cumulative_orders' in class 'TestStockManagement' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `test_constants`.
flask_app,flask_app.helper,helper_firebase_notification,Feature envy,helper_firebase_notification,107,/Users/jashwanthnaidu/ASDC project/group01/flask_app/helper/helper_firebase_notification.py,Function 'notify_subscribers' in module 'helper_firebase_notification' seems to access code elements that are outside of the module more than its internal to module members. It seems the method is more suitable in `constants`.
